1.634,-0.59827,1.4332,1.2732,-0.012366,-0.37515,-0.39548,0.33555,0.077684,-0.30561,-0.31296,0.30163,1.497,1.5772,1.4869,-0.23126,-0.10184,-0.46801,-0.38118,0.36514,0.23372,-0.44237,-0.34623,0.38003
1.6543,-0.63862,1.4332,1.2831,0.012912,-0.47093,-0.41199,0.4374,-0.19459,-0.43074,-0.37961,0.42707,1.5516,1.5777,1.5341,-0.049907,-0.13335,-0.49119,-0.4598,0.36082,0.030387,-0.4979,-0.43061,0.3877
1.7626,-0.17598,1.8553,1.2645,-0.082581,-0.23879,-0.31661,0.1738,0.34347,-0.19501,-0.21493,0.29198,1.698,1.695,1.8462,0.067015,-0.0074882,-0.16954,-0.18606,0.094443,-0.4465,-0.18557,-0.10491,0.22925
1.468,-0.49645,1.2979,1.1321,0.17019,-0.33052,-0.32211,0.32357,-0.34369,-0.26596,-0.25153,0.19935,1.4091,1.4481,1.3812,-0.098824,-0.10602,-0.39513,-0.31661,0.32717,0.22704,-0.33261,-0.32254,0.2778
1.4954,-0.55508,1.3302,1.1934,-0.034835,-0.45933,-0.39548,0.42143,-0.026039,-0.43293,-0.3587,0.37304,1.3884,1.4751,1.3728,-0.2575,0.0040487,-0.44557,-0.3503,0.34438,-0.06529,-0.44563,-0.41729,0.30719
0.93735,1.4274,1.2979,-0.76817,-0.48983,1.011,0.8536,-1.1263,-0.013073,0.52793,0.49215,-0.51277,1.1542,1.1367,1.1457,0.077753,2.3208,2.4956,3.6683,0.031309,-1.1244,0.24944,0.12604,-0.2627
1.0144,3.5211,1.3302,-4.4856,-0.14718,6.6389,7.5722,-7.6784,0.025823,8.2185,10.621,-6.6092,0.44046,0.48561,1.2388,0.2078,-3.8815,3.7076,0.052312,-5.6395,-6.2564,4.4428,-0.14488,-6.3974
1.389,0.1308,1.2979,0.1311,0.010103,0.98471,1.0462,-1.5336,-0.33721,1.4777,1.9495,-1.5317,1.3726,1.4605,1.363,-0.26228,-0.59749,0.33406,-0.30061,-0.76349,-0.915,0.31644,-0.35511,-0.71632
1.4617,-0.16997,1.5887,0.99536,0.38646,-0.33462,-0.38264,0.30161,0.0063746,-0.38735,-0.36524,0.4676,1.5881,1.412,1.6391,0.63015,-0.4554,-0.19622,-0.31567,-0.0015557,-0.20156,-0.32204,-0.39566,0.21392
1.5483,-0.16676,1.6069,1.1321,-0.75103,-0.32517,-0.31845,0.28363,0.025823,-0.29798,-0.29989,0.31707,1.2625,1.1947,1.2551,0.24956,0.19606,-0.27866,-0.1894,0.23368,0.3731,-0.35869,-0.2574,0.36853
1.2523,-0.5779,1.0314,1.0632,-0.012366,-0.40789,-0.41566,0.42542,0.025823,-0.35959,-0.38484,0.44251,1.1855,1.2208,1.1573,-0.096438,-0.063985,-0.4483,-0.36041,0.34784,-0.054568,-0.36603,-0.32846,0.31231
1.2357,1.2493,1.6069,-0.31963,0.92009,0.72229,0.83893,-0.53314,0.025823,0.3149,0.43726,-0.14417,1.6626,1.7052,1.7235,-0.096438,-0.28942,1.7806,1.6906,-1.6119,-0.15344,1.8181,2.2416,-1.5188
1.0117,1.6567,1.5705,-0.012218,-3.4192,1.1454,0.58764,-1.7453,2.3272,1.0606,0.93915,-1.5646,0.52663,0.89195,1.5905,-0.71565,2.4094,1.2257,2.0435,0.058119,1.946,0.754,1.2675,0.010746
0.88212,0.58424,1.5705,0.26566,2.9507,0.41208,0.34553,-0.19165,-3.021,0.23851,-0.10645,-0.26768,0.72589,1.4025,1.3159,-2.1581,-0.86979,1.1708,1.0041,-0.87332,-0.99054,0.43359,0.06238,-0.39646
1.6684,-0.14733,1.7462,1.0632,-0.56566,-0.20868,-0.2836,0.067956,0.13603,-0.17848,-0.21232,0.0604,1.4742,1.4723,1.5112,0.04196,0.17881,-0.22165,-0.092562,0.22676,0.022915,-0.17995,-0.31662,0.038857
1.4523,-0.44153,1.4676,1.1321,-0.27357,-0.28785,-0.32211,0.33955,1.0955,-0.28816,-0.37961,0.30935,1.3764,1.2013,1.2728,0.60748,0.045695,-0.37115,-0.28946,0.35822,0.21757,-0.24459,-0.27368,0.17303
1.4373,-0.42651,1.2979,1.1321,-0.37468,-0.32273,-0.39732,0.34354,-0.29831,-0.25393,-0.31949,0.33058,1.2468,1.2659,1.2073,-0.040363,0.03098,-0.30371,-0.28208,0.19304,0.47709,-0.41274,-0.34919,0.36251
1.366,-0.45472,1.2979,1.1321,0.16739,-0.27688,-0.30928,0.32158,-0.27886,-0.24636,-0.36132,0.29005,1.3147,1.2979,1.3115,0.082525,0.10971,-0.40446,-0.24839,0.40752,-0.084908,-0.1087,-0.24852,0.14108
1.3497,-0.30234,1.2798,0.92862,0.19266,-0.33887,-0.41199,0.34354,-0.026039,-0.37992,-0.39007,0.40199,1.2865,1.3305,1.3347,-0.11791,-0.26267,-0.18546,-0.21638,0.017471,-0.057324,-0.15809,-0.016084,0.28547
