0.98293,0.63528,0.87649,-0.42946,-1.2522,0.9319,0.87111,-1.3788,2.9583,0.8924,0.92832,-1.1565,0.66303,0.78713,1.1134,-0.28978,1.9214,1.1215,2.189,0.20815,1.53,0.22825,0.69653,0.4424
1.3622,-0.51277,1.1216,1.0169,0.54395,-0.38489,-0.17859,0.46316,-0.50903,-0.41038,-0.37407,0.28244,1.3101,1.3794,1.2822,-0.23573,-0.28962,-0.3503,-0.3403,0.27909,-0.35509,-0.33196,-0.43209,0.14619
1.729,0.075736,1.8155,0.86997,0.58902,0.48123,0.786,-0.61443,-0.50577,0.72577,1.2105,-0.5387,1.8965,1.923,2.0117,-0.10402,0.42733,-0.013798,0.32932,0.25881,-1.1305,0.17569,-0.13011,-0.56238
1.8362,0.95143,1.8155,-0.293,1.2083,1.2115,1.5614,-1.1808,3.5801,0.9137,1.4451,-0.40846,1.4551,2.8794,1.9246,-4.1025,0.40687,-0.056292,0.213,0.27511,1.2355,0.56582,1.0612,0.20443
0.95311,3.5634,1.8008,-1.9158,-0.1488,2.4667,1.1123,-2.1773,-0.001144,2.2532,1.0036,-2.0221,2.0529,1.571,1.8577,1.3402,0.68434,3.709,4.3365,-2.7711,1.1527,1.7277,1.5049,-1.8546
1.9668,-0.63936,1.6708,1.5479,-0.006909,-0.45047,-0.41185,0.46641,-0.033701,-0.37769,-0.36743,0.39838,1.8338,1.8216,1.7976,-0.0012403,0.02281,-0.53302,-0.45278,0.42874,-0.010538,-0.44694,-0.33753,0.44355
1.8917,-0.60107,1.5453,1.5392,-0.006909,-0.50877,-0.42761,0.46641,-0.001144,-0.49228,-0.40063,0.53338,1.7641,1.7669,1.78,-0.043113,0.14061,-0.51173,-0.38904,0.44128,-0.18242,-0.50455,-0.43412,0.44355
1.6354,0.56883,1.8155,0.7509,0.45715,-0.020506,-0.0083644,-0.088618,0.0053673,-0.21493,-0.17379,0.13314,1.8957,1.8349,1.9625,0.14341,-0.038079,0.095348,0.1681,-0.13246,-0.31067,0.20988,0.19018,-0.30371
2.1282,-0.62342,1.8155,1.6957,-0.006909,-0.48124,-0.40712,0.44531,0.31791,-0.47216,-0.446,0.39203,2.0242,2.0035,1.9987,0.023883,-0.14915,-0.45534,-0.42009,0.33782,-0.1144,-0.47126,-0.37963,0.41596
1.4973,0.954,1.8155,0.80218,-1.8865,-0.061821,-0.42761,-0.42293,0.2821,-0.022989,-0.029939,-0.47199,0.60975,0.59146,0.61612,0.015509,0.7307,-0.28231,0.014382,0.49458,0.96999,-0.22882,0.036644,0.54127
0.60225,0.13651,0.87649,0.66311,0.92288,-0.39609,-0.21326,0.48588,0.028157,-0.4144,-0.33092,0.42221,0.93375,0.88803,1.0895,0.116,-0.66503,-0.11364,-0.50602,-0.21335,-0.73884,-0.18583,-0.37515,-0.077235
1.4618,-0.50849,1.2545,1.1698,0.13832,-0.36643,-0.31886,0.37066,-0.001144,-0.30115,-0.23686,0.39838,1.3844,1.3632,1.3604,0.023122,0.10631,-0.31154,-0.23832,0.29643,-0.092502,-0.4654,-0.43005,0.36423
1.0223,1.0274,1.1216,-0.33472,-0.13711,0.97447,0.56692,-1.0266,-0.47973,0.97312,0.68599,-0.91195,0.48234,0.52401,1.0409,0.023883,1.2181,0.39594,0.98844,0.16977,1.4658,1.7447,2.3295,-0.96936
-0.11955,2.6639,0.87649,-1.4455,-1.2004,2.9392,1.6781,-3.297,0.031413,2.8871,1.9419,-3.1498,0.31888,0.12611,0.15752,0.50808,-3.0104,1.3204,-0.23232,-1.9446,-2.7842,3.4988,1.9339,-3.7331
0.53827,0.17428,0.86172,0.54316,1.0431,-0.41354,-0.33304,0.48101,-0.001144,-0.38112,-0.40616,0.42697,0.90356,0.89134,1.024,0.011702,-0.60729,-0.20576,-0.52401,-0.10738,-0.75812,-0.3383,-0.44327,0.10671
1.3185,-0.43563,1.0049,0.86997,0.26518,-0.12998,-0.18016,-0.048046,-0.24857,-0.042592,0.146,0.18396,1.1991,1.289,1.2546,-0.29207,0.45795,-0.2159,0.10061,0.42718,-0.89934,-0.20356,-0.42192,-0.12782
1.3436,-0.53579,1.1216,1.1455,-0.023602,-0.41456,-0.42604,0.46316,-0.036956,-0.36532,-0.39842,0.41268,1.2861,1.1969,1.2208,0.2165,-0.0012682,-0.33606,-0.3283,0.26069,0.035811,-0.46585,-0.43209,0.41283
1.2771,-0.60848,1.0049,1.1455,-0.15214,-0.44873,-0.42604,0.46316,0.031413,-0.39666,-0.39842,0.41268,1.2239,1.1309,1.1563,0.22716,0.048724,-0.4599,-0.32889,0.43375,0.085389,-0.44237,-0.35684,0.45275
1.2504,-0.60751,0.87649,1.0803,0.0097838,-0.40356,-0.29364,0.34469,0.031413,-0.30714,-0.20145,0.26179,1.1508,1.1605,1.1208,-0.065953,0.18097,-0.50217,-0.36282,0.44191,-0.20588,-0.43165,-0.44327,0.34353
1.0822,0.38187,1.2545,-0.32776,-1.0919,1.5452,1.3818,-2.3006,-1.0332,2.1006,2.7784,-2.1746,1.0128,0.97624,1.2006,0.095447,1.7262,0.30775,1.0994,0.49458,2.4273,1.0945,1.8658,0.35503
0.61358,0.91417,1.3903,-0.24345,1.0431,1.0611,0.56692,-1.3853,0.74766,0.93859,0.59857,-1.1454,0.51457,0.71975,0.68842,-0.61106,-0.41687,2.0016,2.4739,-0.92003,-0.39038,2.0482,2.2339,-1.8454
0.7144,0.071344,0.87649,0.48145,0.13665,0.33276,0.40931,0.0087545,0.55232,0.28406,0.27436,-0.06063,0.87311,0.42277,0.7389,1.2496,-1.1776,0.14359,-0.33355,-0.53063,-1.3798,0.74857,0.40878,-0.89003
1.4164,-0.34347,1.2692,1.2281,0.13832,-0.51917,-0.42131,0.45991,-0.2909,-0.58209,-0.46813,0.53021,1.5081,1.5128,1.473,-0.050726,-0.035984,-0.359,-0.3373,0.21993,-0.015286,-0.35047,-0.26737,0.24467
0.6548,0.83151,0.87649,-0.52159,-0.16549,0.94832,1.2336,-0.52679,0.83556,0.61956,0.29428,-0.6467,1.0641,0.10963,0.75295,2.6885,0.69617,0.69491,1.0433,-0.35506,-0.31249,0.7293,-0.041715,-1.2292
1.2205,-0.36248,1.2545,0.93864,0.84108,-0.26487,-0.28419,0.46316,0.55558,-0.31371,-0.29551,0.26338,1.0944,1.389,1.1498,-0.87981,-0.22399,-0.35032,-0.39504,0.21053,-0.50639,-0.025227,-0.34566,-0.13932
2.2077,0.21383,2.2998,1.3724,-0.006909,0.0057154,0.076746,0.12885,-1.4955,-0.092612,-0.21252,0.025137,1.6789,2.2413,1.9605,-1.6358,0.40759,0.22264,0.48229,0.034329,0.56485,0.20169,0.27558,0.013587
1.2632,-0.058165,1.2692,0.67006,0.0415,0.023272,0.30055,0.080161,0.52302,0.0083388,0.038666,-0.2004,1.3225,1.1914,1.267,0.33679,-1.2041,0.27378,-0.28117,-0.71248,0.16398,-0.15744,-0.070116,0.22397
1.5812,0.44945,1.8466,0.13117,-2.4073,0.40342,0.038919,-0.51057,-1.948,0.11092,-0.16715,-0.26075,1.5738,1.5036,1.8645,0.21574,1.6838,1.013,1.925,0.098287,1.9717,0.94703,1.516,-0.12322
1.3057,0.13729,1.4051,0.18679,2.1381,0.24862,0.55431,0.34956,-2.5634,-0.095087,-0.2092,-0.095572,1.2391,1.692,1.4083,-1.329,-1.6951,0.62303,-0.3148,-1.0103,-0.79846,0.20551,-0.27347,-0.60982
0.94013,1.3881,1.2264,-0.95618,-0.15214,2.0847,1.1091,-3.0504,0.27884,2.2949,2.7419,-2.3557,1.2198,1.2071,1.3242,0.0094182,-1.2397,1.6022,0.92395,-1.9829,0.94161,1.7856,2.4769,-0.64746
0.56938,2.1467,1.2545,-0.8232,-1.3039,2.0234,1.3408,-1.7196,2.9713,1.7922,1.6288,-1.3312,0.42391,1.0659,1.3608,-1.5878,-1.9849,4.2863,2.6959,-4.5042,4.1298,2.3818,3.4235,-0.36695
0.82111,0.3552,0.74951,0.13117,1.9411,-0.3037,-0.11554,0.48263,-0.20951,-0.33222,-0.25346,0.35073,0.84665,1.4544,1.0015,-1.7744,-0.34811,-0.31707,-0.47452,0.083116,-0.81434,-0.34814,-0.44429,0.11591
0.61803,0.081829,0.73622,0.48145,-0.14379,-0.16741,-0.43392,-0.16002,-0.24532,-0.19653,-0.13838,-0.079689,1.0075,0.49357,0.7794,1.4278,-0.38284,-0.044862,-0.10407,-0.076657,-0.78262,-0.37749,-0.38023,0.2895
1.024,-0.572,0.73622,1.009,0.25517,-0.50199,-0.44337,0.48263,-0.001144,-0.44582,-0.40063,0.43015,1.0128,1.0193,0.97208,-0.057578,-0.13203,-0.53974,-0.52401,0.40052,0.03163,-0.4977,-0.36803,0.45735
1.8515,0.20494,1.8318,1.1455,1.0497,-0.35461,-0.27788,0.42746,-0.35601,-0.34718,-0.3785,0.2475,2.0003,2.0285,2.0171,-0.11544,-0.82925,-0.10626,-0.51576,-0.24596,-0.4952,-0.27062,-0.40972,0.038879
0.41461,1.9104,1.4051,-1.0857,-0.60451,2.4382,2.1824,-2.3136,0.3407,2.6487,2.151,-2.0682,1.0897,1.2891,1.1564,-0.60649,2.6611,1.5876,2.6446,0.13089,-2.4182,0.27215,-0.24446,-0.49685
1.387,-0.59849,1.1068,1.2281,0.13832,-0.54601,-0.42446,0.49237,-0.001144,-0.51813,-0.47034,0.44921,1.3307,1.3376,1.2818,-0.057578,-0.14049,-0.46886,-0.52401,0.28765,-0.11987,-0.52732,-0.45039,0.44125
1.1465,0.38956,1.2692,0.30153,-1.0853,0.74135,0.34626,-1.0948,-0.001144,1.0264,1.2293,-0.96436,1.3387,0.96886,1.3009,1.0265,-0.59954,1.0109,0.91945,-0.95013,2.1698,0.4001,0.67111,-0.0013586
1.4918,-0.20826,1.2545,0.80218,0.12496,0.12686,0.45817,-0.17463,-0.001144,0.17773,0.13936,-0.34334,1.3923,1.4909,1.3713,-0.31947,0.45927,-0.1499,0.19073,0.44441,-0.677,-0.12073,-0.4392,-0.21404
1.5319,-0.58298,1.2545,1.3037,0.14333,-0.4039,-0.43549,0.47452,-0.001144,-0.34376,-0.38956,0.41426,1.468,1.4727,1.4433,-0.050726,-0.23953,-0.40812,-0.40554,0.27637,-0.12573,-0.38713,-0.35989,0.34583
0.65174,1.9845,1.2692,-1.3847,-1.2522,1.6351,2.4598,-0.80755,6.2074,0.85174,0.8918,-0.37987,-0.27443,-0.21995,0.37332,0.086312,2.6027,1.0119,2.3059,0.50344,-0.35752,1.5025,0.79109,-2.2432
0.84987,3.6805,1.9794,-4.3182,1.008,6.0251,6.3796,-5.3808,-0.29415,6.6609,8.3875,-3.2499,0.033856,0.060951,0.65125,0.13047,-5.139,6.1366,3.1045,-7.4406,4.4923,3.3332,4.5785,-0.5256
1.2899,0.28403,1.2692,0.4206,-0.17384,0.7255,0.91682,-0.22007,0.54255,0.75879,0.47132,-0.57205,1.0747,1.0222,1.3142,0.15483,0.26175,-0.035838,0.018881,0.048124,-0.32694,1.2319,0.73821,-1.796
1.6674,-0.013623,1.6871,0.80218,0.74594,0.32138,0.14137,-0.60632,0.27559,0.41734,0.61296,-0.35446,1.5442,1.6537,1.6483,-0.3446,0.10187,0.51163,0.78898,-0.092333,-0.87053,-0.11894,-0.32634,-0.082983
2.121,-0.41013,1.9484,1.5392,-0.18218,-0.38188,-0.28261,0.45018,0.20722,-0.33593,-0.37075,0.26179,1.85,1.9317,1.9325,-0.26618,0.059629,-0.42338,-0.36054,0.32786,0.25003,-0.3861,-0.24093,0.45045
