-1.2727,-1.0804,-1.0063,1.0758,0.033791,-1.0778,-1.0023,1.0202,-0.00056053,-1.0556,-1.0939,0.95079,1.2816,-1.3359,-0.049859,1.7536,0.016971,-1.0676,-0.99153,1.03,0.027578,-0.97346,-0.93882,0.90241,-1.2233,-1.2152,-1.7466,0.32456,-0.0060194,-0.99258,-0.97401,0.92477,-0.014835,-0.93803,-0.92668,0.87429,-2.0418,-1.1781,-2.127,-0.94402,-0.065307,-1.0304,-0.95896,0.9559,0.03663,-0.96545,-0.90712,0.90034,-0.92374,-0.69294,-0.86235,-0.070537,0.00075391,-0.89781,-0.67292,0.71876,0.05567,-1.0076,-0.82426,0.87474,1.1451,0.99216,1.0572,0.52282,-0.026388,-1.0743,-0.8626,0.85426,0.02036,-1.1337,-1.0001,0.97529,-1.1535,-1.4512,-1.4831,0.094447,0.057359,-1.046,-0.79834,0.85679,0.00087918,-1.011,-0.8651,0.89547,-1.9326,0.27822,-1.1503,-2.2786,0.052164,-1.0661,-0.83071,0.89323,0.034735,-1.0585,-0.89911,0.91629
-0.8538,-0.19378,-0.040965,0.47334,-0.09386,-0.34869,-0.10277,-0.15859,-0.15561,-0.41027,-0.073647,0.33648,1.1897,-0.33805,1.0363,0.601,-1.0969,-0.12572,-0.36675,-0.80408,0.21016,-0.2305,-0.191,-0.28348,-1.1059,-0.71967,-0.796,-0.013646,-0.3656,-0.47897,-0.3257,0.27015,-0.92346,-0.47332,-0.5163,0.22489,-1.7981,1.0901,0.5441,-1.0448,3.1831,-0.10079,0.73345,0.74296,0.4583,-0.43177,-0.298,0.20055,-0.2456,-0.14349,0.10775,-0.04171,0.25041,-0.74814,-0.40539,0.76507,-0.034515,-0.24211,-0.11842,-0.028783,1.0087,0.73416,0.97142,0.55565,0.84755,-0.10039,0.53681,0.88942,0.93536,0.36584,1.2594,0.41974,-0.99415,-1.1451,-1.1162,-0.028931,0.2308,-0.92318,-0.65695,0.84853,-0.11929,-0.51254,-0.52644,0.20558,-1.2461,0.50625,-0.95293,-2.3487,-3.1805,2.8557,-0.74496,-4.7162,-1.2886,0.66927,-0.80543,-1.7525
0.84257,0.55992,0.36194,-0.38691,0.50428,0.32595,0.41738,-0.50882,-0.045098,0.18339,-0.0025007,0.087612,-0.058652,1.052,0.96391,-0.08435,1.5936,0.88751,0.7066,-1.5308,-0.086537,0.64807,1.0586,-0.3023,-1.4644,0.71807,-0.0071886,-1.5017,0.41034,1.4342,1.1971,-0.60268,0.59091,1.7702,1.2255,-1.1726,1.6904,0.84659,0.97619,0.21445,-1.9544,0.1675,-0.075964,-0.40159,-0.15504,0.11294,-0.015721,-0.43838,0.5275,1.5727,0.96542,-1.3667,-1.4597,0.45785,-0.34757,-1.2391,-0.21434,0.54163,0.34635,-1.019,0.67815,0.38623,0.94905,0.65963,-3.1773,1.3018,-0.87113,-2.574,-1.2277,0.87325,-0.13442,-1.6709,-1.9109,-1.2861,-1.7413,-1.1907,0.65205,-0.026538,0.51457,0.58072,0.58971,0.5276,1.2617,0.29151,0.78369,1.1468,1.3526,0.075311,2.6333,1.1111,2.0137,0.4243,0.18063,-0.2817,0.084468,0.37384
0.25448,0.1319,-0.12766,-0.30212,-0.59246,0.15645,0.029292,0.1039,0.66368,0.18224,0.037288,-0.07206,0.66995,0.90978,0.56564,-1.0033,-0.7542,0.63156,1.7319,-0.45803,0.50686,0.69927,1.5802,-0.86701,-0.67052,0.55617,0.093941,-0.82533,0.78885,0.68656,1.1368,0.08104,0.16689,0.71452,0.86986,-0.38341,0.41776,1.6744,1.1137,-0.28923,0.92534,0.3782,0.2429,-0.69439,-0.53837,0.25454,-0.17914,-0.40796,0.84781,0.042479,0.5565,0.72498,0.053354,-0.095637,-0.084204,0.26744,0.68184,0.38651,0.93158,0.13033,0.11413,-0.061513,0.37484,0.75814,0.826,0.47306,1.0915,0.30047,0.7072,0.72038,1.1567,-0.55978,-0.25126,0.15586,0.36514,-0.09062,0.64214,0.076356,0.52466,0.29865,-0.91512,1.0186,-0.01166,-2.0859,0.98231,1.3304,1.6718,0.3065,0.2403,1.9306,1.5563,-2.0028,-0.67112,0.085521,-0.17313,-0.12521
-0.84194,-0.86876,-0.78942,0.92711,-0.070373,-0.84209,-0.76038,0.88329,0.18254,-0.82614,-0.85701,0.76786,1.0033,-0.6952,0.022553,1.0527,0.4454,-0.70561,-0.59103,0.71853,0.46121,-0.66793,-0.61411,0.52594,0.053859,-0.46977,-0.57351,0.51057,-0.55486,-0.85353,-0.79309,0.76475,-0.055219,-0.81206,-0.70781,0.79209,0.10976,-1.0369,-0.49685,0.81887,0.0038077,-0.74948,-0.68916,0.68972,0.074963,-0.66247,-0.66941,0.58087,-0.63601,-0.50384,-0.62265,-0.027235,0.14234,-0.6839,-0.54235,0.53791,0.23288,-0.76832,-0.62951,0.66736,1.1606,0.90421,1.0348,0.61038,-0.42781,-0.82342,-0.837,0.59055,0.116,-0.80879,-0.63518,0.72675,-0.39819,-0.52565,-0.61333,-0.028931,0.50653,-0.6576,-0.26308,0.80696,0.18718,-0.84118,-0.70254,0.85496,0.1669,-0.42603,-0.17602,0.47464,0.28821,-0.80452,-0.60202,0.71047,-0.036361,-0.89712,-0.71176,0.8078
-0.57536,-0.017638,-0.10182,-0.30722,-0.14684,0.0017817,-0.23502,-0.40057,0.57372,-0.020529,0.4874,-0.12694,0.87258,-0.12216,0.43892,0.46082,-0.034441,-0.18485,-0.30267,-0.1985,0.36992,-0.31449,-0.34844,0.13064,-2.3884,1.5305,-0.41171,-1.9583,-1.6904,0.00059801,0.021066,0.21196,-0.43886,-0.12576,0.13118,0.027606,0.58912,0.97548,0.8387,-0.54107,0.18811,0.19394,0.29195,0.15737,-0.0017037,-0.11621,-0.22371,-0.30147,-1.0722,0.21858,-0.472,-1.2766,1.1431,-0.25984,0.28772,0.78625,-1.0571,0.1959,-0.12164,-0.2213,0.94821,0.96752,0.90058,0.28749,-1.1496,-0.32907,-0.81993,-0.17421,-1.0392,0.12001,-0.38384,-0.38434,-2.2875,-2.2699,-2.5884,-0.56357,0.71821,2.7946,3.1808,-1.9937,0.42959,0.67627,0.43538,-0.99743,1.0868,1.0163,1.1888,0.29249,0.22069,3.0912,2.4425,-3.1838,-1.1096,1.3247,0.99779,-1.2101
1.0871,0.9064,1.6261,-0.085323,-0.60032,1.0926,1.986,-1.1039,0.40815,1.2003,1.6172,-1.7931,0.1027,0.59607,0.2941,-0.53606,-1.234,0.67437,1.043,-0.31961,-0.72558,0.53799,0.36987,-0.39642,-0.63981,2.3639,1.8131,-1.637,3.5331,1.3545,1.8152,-0.68996,-0.66097,1.2867,0.87898,-1.5589,0.84986,1.015,0.97619,0.31519,-1.0329,0.28279,0.095729,-0.18865,0.72663,0.33632,0.31112,0.0027848,0.89532,0.31047,0.99855,0.52763,1.5264,0.77557,1.2428,0.49111,0.35526,0.48977,0.84953,-0.27961,0.038182,-0.56558,0.042988,0.85118,2.8075,0.50104,1.1938,0.50405,-0.90373,0.23026,-0.061057,-0.17966,1.5573,0.61492,1.1579,1.5133,-0.4647,1.9405,1.9184,-1.4772,-0.6213,0.9488,0.92307,-0.94015,-0.083989,-0.74257,-0.3398,0.54469,0.0429,0.81686,0.4271,-0.6954,0.3959,0.10292,0.17814,-0.14691
0.53266,0.30295,0.26652,0.23486,-0.043549,-0.039347,0.19587,-0.32541,0.025928,-0.088375,-0.017975,0.12619,-0.11619,0.53351,-0.3033,-1.8289,1.2166,0.781,1.6678,-0.63106,0.027578,0.6921,1.6392,-0.22701,0.98688,0.53145,0.66027,-0.84224,-0.30883,0.51031,0.53368,-1.0536,-0.014835,0.45224,0.78778,-0.30942,-0.14802,0.27945,0.26913,-1.2462,0.049884,1.1936,2.3032,-1.7325,-0.040037,1.2866,2.5842,-1.3207,-1.8289,1.9076,-0.47997,-3.9767,-0.32153,-0.65936,-0.73666,0.29223,-0.1629,-0.15813,-0.022276,0.15413,0.58251,-1.0107,0.09146,1.3492,-0.85422,-0.85979,-0.98206,0.42353,1.7781,0.9894,2.2425,0.40512,0.91376,0.799,0.79548,0.1767,-1.2711,0.7126,-0.77814,-1.625,0.44282,0.55739,0.86888,-0.68236,-0.2861,-0.98793,-0.71776,0.4326,1.6217,0.96602,2.0851,0.73858,1.0234,-0.0057918,0.83386,0.7861
-0.325,0.22288,0.017654,-0.19925,-1.0105,-0.17187,-0.29434,0.27813,-1.0421,-0.43774,-0.52196,0.34633,0.24217,-0.20939,-0.23089,-0.19338,-0.37718,-0.26259,-0.31869,0.32058,0.6438,-0.30343,-0.12212,0.40358,0.76649,0.059851,0.39733,0.087815,-0.47916,-0.066207,-0.41616,-0.4863,-0.8225,-0.19589,0.1859,0.093369,0.10607,0.43903,0.26913,-0.71736,0.4185,0.33074,1.1504,0.23722,-0.61504,0.13057,0.68254,0.048423,-0.30573,0.042455,0.025091,-0.33827,-1.9285,0.62354,-0.70684,-1.6735,0.89593,0.70465,1.0395,0.18708,-0.012454,-0.18213,0.19213,0.5064,0.43718,-0.26121,0.17842,0.57297,-0.7175,0.25269,0.15903,-0.58902,0.32401,0.25309,0.193,0.012195,-1.0063,0.70576,-0.32367,-1.4755,0.9438,0.77829,1.4378,0.0050757,0.44219,0.46338,0.71428,0.20141,-2.3467,1.8076,-0.47338,-3.1838,1.0908,0.19239,0.78702,0.39554
0.35966,0.20682,-0.061773,0.035327,-0.24459,0.17413,0.31433,0.10694,-1.5626,0.15985,0.39484,-0.12364,-0.029258,0.36588,0.13117,-0.36472,0.71959,0.18819,-0.078387,-0.07738,1.8991,0.11812,0.015634,0.017699,0.17941,0.32395,0.23552,-0.047466,-1.0659,-0.084385,-0.38601,0.11013,-0.80231,-0.20474,-0.25184,0.24955,1.1601,0.13414,0.70122,0.39074,1.294,0.14278,0.022146,0.10414,-2.0334,0.14384,-0.10486,-0.21019,0.40013,-0.23433,0.071622,0.61779,-1.5473,0.16134,-0.6943,-1.0414,-1.3018,0.46335,0.26232,-0.4996,0.13805,-0.41998,-0.020399,0.36411,-1.0521,0.46436,-0.40182,-1.0972,-1.0014,0.2679,0.34005,-0.25276,0.14605,-0.2033,0.33343,0.74218,-1.4007,0.50949,-0.67715,-1.3957,-0.35216,0.58835,0.53021,-0.36729,0.95095,1.3346,1.2938,-0.16288,-0.86781,0.91168,0.67008,-0.90628,-1.2832,0.055132,0.014213,-0.10532
