Log File Created by Q Live - (c) 2012 Affectiva Inc.,,,,,
File Version: 1.01,,,,,
Firmware Version: 1.71,,,,,
UUID: AQL221200DG,,,,,
Sampling Rate: 8,,,,,
Start Time: 2013-06-04 07:12:10 Offset:+01,,,,,
 Z-axis | Y-axis | X-axis | Battery | �Celsius | EDA(uS),,,,,
---------------------------------------------------------,,,,,
-0.4,0.59,0.16,-1,29.9,2.903
-0.61,0.58,0.01,-1,29.9,2.945
-0.4,1,0.42,-1,29.9,2.945
-0.24,0.87,0.23,-1,29.9,2.945
-0.14,0.89,0.42,-1,29.9,2.945
-0.23,0.68,0.26,-1,29.9,2.945
-0.29,0.9,0.43,-1,29.9,2.972
-0.49,0.92,0.11,-1,29.9,2.945
-0.35,0.91,0.14,-1,29.9,2.919
-0.51,0.96,0.13,-1,29.9,2.935
-0.52,0.59,0.46,-1,29.9,2.972
-0.34,0.9,0.24,-1,29.9,2.994
-0.17,0.85,0.39,-1,29.9,3
-0.04,0.8,0.48,-1,29.9,2.956
-0.25,0.74,0.57,-1,29.9,2.972
0.18,0.86,0.39,-1,29.9,2.994
-0.14,0.83,0.53,-1,29.9,2.956
-0.31,0.9,0.56,-1,29.9,2.972
-0.2,0.76,0.55,-1,29.9,2.972
-0.32,0.78,0.7,-1,29.9,2.951
-0.23,0.73,0.52,-1,29.9,2.972
-0.16,0.79,0.54,-1,29.9,2.951
-0.25,0.82,0.59,-1,29.9,2.972
-0.36,0.66,0.65,-1,29.9,2.972
-0.39,0.56,0.61,-1,29.9,2.951
-0.26,0.63,0.53,-1,29.9,2.972
-0.27,0.51,0.5,-1,29.9,2.945
-0.33,0.6,0.71,-1,29.9,2.893
-0.64,0.46,0.94,-1,29.9,2.867
-0.59,0.76,0.93,-1,29.9,2.945
-0.2,0.87,0.43,-1,29.9,2.945
-0.28,0.56,0.33,-1,29.9,2.951
-0.08,0.75,0.69,-1,29.9,2.93
-0.12,1.05,0,-1,29.9,2.945
0,0.9,0.06,-1,29.9,2.93
0.38,1.18,0.45,-1,29.9,2.93
0.24,0.88,0.36,-1,29.9,2.945
0.27,0.72,0.56,-1,29.9,2.972
0.48,0.61,0.47,-1,29.9,2.972
0.6,0.53,0.56,-1,29.9,2.978
0.63,0.61,0.61,-1,29.9,3
0.71,0.51,0.61,-1,29.9,3
0.76,0.73,0.66,-1,29.9,3.027
0.7,0.69,0.47,-1,29.9,3.027
0.72,0.64,0.39,-1,29.9,3.027
0.62,0.85,0.42,-1,29.9,3.055
0.64,0.57,0.44,-1,29.9,3.055
0.74,0.38,0.54,-1,29.9,3.077
0.65,0.23,0.55,-1,29.9,3.055
0.66,0.25,0.59,-1,29.9,3.077
0.73,0.24,0.69,-1,29.9,3.055
0.73,0.31,0.67,-1,29.9,3.066
0.73,0.26,0.66,-1,29.9,3.083
0.74,0.28,0.65,-1,29.9,3.066
0.73,0.27,0.63,-1,29.9,3.066
0.75,0.27,0.64,-1,29.9,3.083
0.75,0.26,0.64,-1,29.9,3.083
0.75,0.25,0.63,-1,29.9,3.083
0.75,0.27,0.63,-1,29.9,3.083
0.74,0.27,0.64,-1,29.9,3.083
0.74,0.28,0.65,-1,29.9,3.083
0.74,0.27,0.63,-1,29.9,3.083
0.75,0.26,0.63,-1,29.9,3.083
0.74,0.26,0.63,-1,29.9,3.106
0.74,0.27,0.63,-1,29.9,3.106
0.74,0.26,0.63,-1,29.9,3.066
0.73,0.28,0.64,-1,29.9,3.111
0.75,0.27,0.62,-1,29.9,3.106
0.74,0.27,0.63,-1,29.9,3.083
0.74,0.28,0.63,-1,29.9,3.083
0.74,0.26,0.63,-1,29.9,3.106
0.73,0.27,0.65,-1,29.9,3.088
0.73,0.26,0.64,-1,29.9,3.083
0.73,0.28,0.64,-1,29.9,3.106
0.75,0.27,0.66,-1,29.9,3.083
0.73,0.28,0.63,-1,29.9,3.083
0.73,0.28,0.64,-1,29.9,3.083
0.75,0.32,0.64,-1,29.9,3.083
0.73,0.31,0.63,-1,29.9,3.083
0.72,0.3,0.64,-1,29.9,3.083
0.72,0.31,0.64,-1,29.9,3.083
0.71,0.3,0.63,-1,29.9,3.077
0.73,0.31,0.61,-1,29.9,3.077
0.74,0.31,0.62,-1,29.9,3.055
0.74,0.31,0.62,-1,29.9,3.06
0.74,0.31,0.63,-1,29.9,3.077
0.73,0.3,0.63,-1,29.9,3.055
0.72,0.3,0.63,-1,29.9,3.055
0.73,0.3,0.63,-1,29.9,3.055
0.72,0.31,0.64,-1,29.9,3.055
0.72,0.31,0.64,-1,29.9,3.055
0.72,0.32,0.65,-1,29.9,3.055
0.73,0.31,0.65,-1,29.9,3.055
0.74,0.32,0.63,-1,29.9,3.055
0.68,0.3,0.58,-1,29.9,3.055
0.49,0.27,0.48,-1,29.9,3.055
0.75,0.35,0.62,-1,29.9,3.077
0.88,0.43,0.8,-1,29.9,3.055
0.74,0.4,0.78,-1,29.9,3.055
0.63,0.58,0.61,-1,29.9,3.055
0.59,0.62,0.63,-1,29.9,3.055
0.79,0.68,0.55,-1,29.9,3.055
0.79,0.57,0.63,-1,29.9,3.055
0.73,0.49,0.59,-1,29.9,3.055
0.62,0.39,0.52,-1,29.9,3.055
0.58,0.35,0.58,-1,29.9,3.055
0.61,0.38,0.64,-1,29.9,3.038
0.69,0.3,0.67,-1,29.9,3.055
0.71,0.25,0.61,-1,29.9,3.055
0.74,0.25,0.63,-1,29.9,3.055
0.76,0.26,0.63,-1,29.9,3.055
0.76,0.26,0.63,-1,29.9,3.055
