Log File Created by Q Live - (c) 2012 Affectiva Inc.,,,,,
File Version: 1.01,,,,,
Firmware Version: 1.71,,,,,
UUID: AQL221200DG,,,,,
Sampling Rate: 8,,,,,
Start Time: 2013-07-10 08:35:31 Offset:+01,,,,,
 Z-axis | Y-axis | X-axis | Battery | �Celsius | EDA(uS),,,,,
---------------------------------------------------------,,,,,
0.04,0.65,-0.8,-1,33.7,2.381
0.04,0.65,-0.82,-1,33.7,2.381
0.03,0.65,-0.82,-1,33.7,2.381
0.03,0.65,-0.81,-1,33.7,2.381
0.04,0.65,-0.82,-1,33.7,2.381
0.04,0.65,-0.82,-1,33.7,2.381
0.04,0.65,-0.81,-1,33.7,2.386
0.03,0.65,-0.81,-1,33.7,2.381
0.04,0.65,-0.81,-1,33.7,2.381
0.03,0.65,-0.82,-1,33.7,2.381
0.03,0.65,-0.81,-1,33.7,2.381
0.03,0.65,-0.82,-1,33.7,2.381
0.04,0.65,-0.81,-1,33.7,2.381
0.04,0.65,-0.81,-1,33.7,2.381
0.02,0.66,-0.85,-1,33.7,2.381
0.03,0.58,-0.89,-1,33.7,2.381
0.03,0.64,-0.83,-1,33.7,2.381
0.1,0.65,-0.92,-1,33.7,2.398
0.1,0.46,-0.87,-1,33.9,2.354
0.08,0.56,-0.81,-1,33.9,2.381
0.08,0.65,-0.94,-1,33.9,2.381
0.04,0.57,-0.82,-1,33.9,2.381
0.05,0.56,-0.88,-1,33.7,2.386
0.06,0.59,-0.85,-1,33.7,2.381
0.05,0.57,-0.9,-1,33.7,2.381
0.04,0.57,-0.87,-1,33.7,2.381
0.04,0.57,-0.88,-1,33.7,2.381
0.04,0.58,-0.87,-1,33.7,2.381
0.04,0.57,-0.87,-1,33.7,2.381
0.04,0.58,-0.88,-1,33.7,2.381
0.04,0.57,-0.85,-1,33.7,2.381
0.04,0.58,-0.87,-1,33.7,2.381
0.04,0.58,-0.88,-1,33.7,2.381
0.04,0.57,-0.86,-1,33.7,2.381
0.04,0.57,-0.89,-1,33.7,2.381
0.04,0.58,-0.89,-1,33.7,2.381
0.03,0.57,-0.88,-1,33.7,2.381
0.03,0.58,-0.88,-1,33.7,2.381
0.03,0.58,-0.87,-1,33.7,2.381
0.03,0.57,-0.88,-1,33.7,2.381
0.03,0.57,-0.88,-1,33.7,2.381
0.03,0.57,-0.87,-1,33.7,2.381
0.03,0.58,-0.87,-1,33.7,2.381
0.03,0.58,-0.87,-1,33.7,2.381
0.03,0.57,-0.88,-1,33.7,2.381
0.03,0.57,-0.87,-1,33.7,2.381
0.03,0.57,-0.87,-1,33.7,2.381
0.03,0.57,-0.89,-1,33.7,2.381
0.02,0.59,-0.88,-1,33.7,2.381
0.03,0.57,-0.88,-1,33.7,2.381
0.04,0.58,-0.88,-1,33.7,2.386
0.03,0.57,-0.89,-1,33.7,2.381
0.03,0.58,-0.88,-1,33.7,2.381
0.03,0.58,-0.88,-1,33.7,2.381
0.02,0.57,-0.88,-1,33.7,2.381
0.03,0.57,-0.88,-1,33.7,2.381
0.02,0.58,-0.87,-1,33.7,2.381
0.02,0.57,-0.87,-1,33.7,2.381
0.02,0.58,-0.87,-1,33.7,2.381
0.02,0.58,-0.88,-1,33.7,2.381
0.02,0.56,-0.86,-1,33.7,2.381
0.02,0.58,-0.88,-1,33.7,2.381
0.02,0.57,-0.87,-1,33.7,2.381
0.02,0.56,-0.88,-1,33.7,2.381
0.02,0.57,-0.88,-1,33.7,2.381
0.01,0.57,-0.88,-1,33.7,2.381
0.02,0.58,-0.88,-1,33.7,2.381
0.02,0.57,-0.87,-1,33.7,2.381
0.02,0.57,-0.88,-1,33.7,2.381
0.02,0.57,-0.88,-1,33.7,2.398
0.02,0.56,-0.88,-1,33.7,2.381
0.01,0.58,-0.87,-1,33.7,2.381
0.03,0.59,-0.89,-1,33.7,2.381
0.03,0.55,-0.89,-1,33.7,2.381
0.03,0.57,-0.88,-1,33.7,2.381
0.03,0.57,-0.87,-1,33.7,2.381
0.02,0.55,-0.88,-1,33.7,2.381
0.02,0.57,-0.89,-1,33.7,2.381
0.02,0.56,-0.88,-1,33.7,2.381
0.02,0.56,-0.88,-1,33.7,2.381
0.01,0.56,-0.88,-1,33.7,2.381
0.02,0.56,-0.89,-1,33.7,2.381
0.02,0.57,-0.89,-1,33.7,2.381
0.01,0.57,-0.89,-1,33.7,2.381
0.02,0.56,-0.89,-1,33.7,2.381
0.01,0.57,-0.89,-1,33.7,2.398
0.01,0.57,-0.88,-1,33.7,2.381
0.01,0.57,-0.9,-1,33.7,2.381
0.01,0.56,-0.88,-1,33.7,2.381
0.01,0.56,-0.88,-1,33.7,2.381
0,0.56,-0.88,-1,33.7,2.381
0.01,0.56,-0.89,-1,33.7,2.381
0.01,0.57,-0.89,-1,33.7,2.381
0.01,0.56,-0.88,-1,33.7,2.381
0.02,0.57,-0.88,-1,33.7,2.386
0.01,0.56,-0.87,-1,33.7,2.381
0.01,0.56,-0.88,-1,33.7,2.381
0.01,0.56,-0.88,-1,33.7,2.381
0.01,0.56,-0.89,-1,33.7,2.381
0.01,0.56,-0.88,-1,33.7,2.381
0.01,0.56,-0.89,-1,33.7,2.381
0.01,0.55,-0.88,-1,33.7,2.398
0.01,0.56,-0.88,-1,33.7,2.381
0.01,0.56,-0.88,-1,33.7,2.381
0.01,0.57,-0.88,-1,33.7,2.381
0.01,0.57,-0.88,-1,33.7,2.381
0.01,0.57,-0.88,-1,33.7,2.381
0.01,0.56,-0.88,-1,33.7,2.381
0.01,0.56,-0.88,-1,33.7,2.381
