Log File Created by Q Live - (c) 2012 Affectiva Inc.,,,,,
File Version: 1.01,,,,,
Firmware Version: 1.71,,,,,
UUID: AQL221200DG,,,,,
Sampling Rate: 8,,,,,
Start Time: 2013-06-03 10:21:52 Offset:+01,,,,,
 Z-axis | Y-axis | X-axis | Battery | �Celsius | EDA(uS),,,,,
---------------------------------------------------------,,,,,
-0.54,0.19,0.78,-1,31.6,0.91
-0.54,0.19,0.78,-1,31.4,0.91
-0.53,0.19,0.78,-1,31.6,0.905
-0.54,0.19,0.78,-1,31.4,0.905
-0.54,0.19,0.78,-1,31.4,0.91
-0.54,0.19,0.77,-1,31.4,0.91
-0.54,0.19,0.77,-1,31.6,0.91
-0.53,0.19,0.78,-1,31.4,0.91
-0.54,0.19,0.78,-1,31.4,0.905
-0.54,0.19,0.78,-1,31.6,0.905
-0.54,0.19,0.78,-1,31.4,0.91
-0.54,0.18,0.78,-1,31.6,0.91
-0.54,0.19,0.78,-1,31.4,0.91
-0.54,0.18,0.77,-1,31.6,0.91
-0.54,0.18,0.77,-1,31.4,0.91
-0.54,0.18,0.78,-1,31.4,0.91
-0.54,0.19,0.79,-1,31.6,0.91
-0.54,0.19,0.78,-1,31.6,0.91
-0.54,0.19,0.79,-1,31.4,0.91
-0.54,0.19,0.78,-1,31.6,0.91
-0.53,0.19,0.78,-1,31.4,0.91
-0.54,0.19,0.78,-1,31.4,0.91
-0.53,0.19,0.77,-1,31.6,0.91
-0.53,0.19,0.79,-1,31.4,0.91
-0.53,0.19,0.77,-1,31.4,0.905
-0.53,0.18,0.78,-1,31.4,0.91
-0.53,0.19,0.78,-1,31.4,0.91
-0.54,0.19,0.79,-1,31.4,0.91
-0.53,0.19,0.78,-1,31.6,0.905
-0.53,0.19,0.78,-1,31.4,0.91
-0.53,0.19,0.78,-1,31.4,0.91
-0.53,0.19,0.78,-1,31.4,0.91
-0.54,0.19,0.78,-1,31.6,0.905
-0.53,0.18,0.78,-1,31.4,0.91
-0.53,0.19,0.77,-1,31.4,0.91
-0.54,0.19,0.79,-1,31.4,0.905
-0.54,0.19,0.78,-1,31.4,0.91
-0.53,0.19,0.78,-1,31.6,0.91
-0.54,0.19,0.78,-1,31.4,0.905
-0.53,0.19,0.78,-1,31.4,0.91
-0.54,0.18,0.77,-1,31.6,0.905
-0.54,0.18,0.78,-1,31.4,0.91
-0.54,0.19,0.78,-1,31.6,0.91
-0.54,0.18,0.78,-1,31.6,0.91
-0.54,0.18,0.78,-1,31.6,0.91
-0.54,0.19,0.78,-1,31.6,0.91
-0.54,0.18,0.78,-1,31.6,0.91
-0.53,0.18,0.79,-1,31.4,0.91
-0.53,0.18,0.78,-1,31.4,0.91
-0.53,0.19,0.79,-1,31.4,0.91
-0.53,0.19,0.78,-1,31.6,0.91
-0.53,0.18,0.78,-1,31.4,0.91
-0.54,0.18,0.78,-1,31.6,0.91
