Log File Created by Q Live - (c) 2012 Affectiva Inc.,,,,,
File Version: 1.01,,,,,
Firmware Version: 1.71,,,,,
UUID: AQL221200DG,,,,,
Sampling Rate: 8,,,,,
Start Time: 2013-05-14 08:10:47 Offset:+01,,,,,
 Z-axis | Y-axis | X-axis | Battery | �Celsius | EDA(uS),,,,,
---------------------------------------------------------,,,,,
0.58,0.85,0.18,-1,28.3,1.78
0.53,0.84,0.19,-1,28.3,1.78
0.57,0.82,0.12,-1,28.1,1.776
0.66,0.86,0.08,-1,28.1,1.788
0.64,0.81,0.06,-1,28.3,1.784
0.63,0.86,0.08,-1,28.1,1.776
0.64,0.84,0.07,-1,28.1,1.772
0.65,0.88,0.11,-1,28.3,1.765
0.53,1.16,0.17,-1,28.1,1.784
0.36,0.94,0.12,-1,28.3,1.772
0.48,0.74,0.19,-1,28.3,1.765
0.53,0.87,0.29,-1,28.1,1.78
0.51,0.79,0.22,-1,28.1,1.792
0.53,0.79,0.23,-1,28.1,1.784
0.63,0.85,0.17,-1,28.1,1.784
0.58,1.12,0.13,-1,28.3,1.803
0.52,1.11,0.1,-1,28.1,1.799
0.49,0.81,0.02,-1,28.1,1.803
0.5,0.86,0.03,-1,28.1,1.788
0.52,0.95,0.04,-1,28.1,1.788
0.64,0.99,0.04,-1,28.1,1.788
0.54,0.79,0.14,-1,28.3,1.78
0.47,0.86,0.28,-1,28.3,1.788
0.55,0.83,0.28,-1,28.3,1.78
0.5,0.78,0.32,-1,28.3,1.78
0.5,0.9,0.26,-1,28.1,1.796
0.51,0.88,0.18,-1,28.1,1.78
0.55,0.82,0.17,-1,28.1,1.788
0.59,0.88,0.17,-1,28.3,1.788
0.59,0.86,0.15,-1,28.3,1.78
0.59,0.83,0.18,-1,28.1,1.78
0.59,0.83,0.18,-1,28.3,1.78
0.6,0.83,0.17,-1,28.1,1.78
0.6,0.85,0.19,-1,28.1,1.78
0.6,0.83,0.18,-1,28.1,1.78
0.6,0.84,0.18,-1,28.1,1.78
0.61,0.83,0.18,-1,28.3,1.78
0.61,0.83,0.18,-1,28.3,1.788
0.62,0.81,0.16,-1,28.3,1.78
0.63,0.83,0.14,-1,28.3,1.788
0.61,0.84,0.15,-1,28.3,1.788
0.59,0.84,0.16,-1,28.1,1.78
0.56,0.86,0.18,-1,28.3,1.78
0.53,0.92,0.24,-1,28.3,1.78
0.57,0.85,0.25,-1,28.3,1.78
0.52,0.78,0.25,-1,28.3,1.78
0.55,0.8,0.24,-1,28.1,1.784
0.57,0.81,0.21,-1,28.3,1.78
0.61,0.86,0.21,-1,28.3,1.78
0.54,1.09,0.15,-1,28.3,1.78
0.46,0.82,-0.05,-1,28.1,1.776
0.47,0.97,0.06,-1,28.1,1.788
0.51,0.74,0.12,-1,28.1,1.788
0.61,0.83,0.19,-1,28.1,1.772
0.58,0.84,0.22,-1,28.1,1.769
0.68,1.07,0.44,-1,28.1,1.788
0.14,0.69,0.3,-1,28.3,1.803
0.41,0.81,0.26,-1,28.3,1.796
0.41,0.73,0.4,-1,28.1,1.796
0.49,0.73,0.42,-1,28.3,1.8
0.57,0.75,0.39,-1,28.3,1.8
0.59,1.06,0.23,-1,28.1,1.807
0.51,0.97,0.08,-1,28.1,1.807
0.47,0.8,0.09,-1,28.1,1.803
0.54,0.81,0.11,-1,28.1,1.803
0.64,0.85,0.16,-1,28.3,1.792
0.75,0.99,0.23,-1,28.3,1.796
0.45,1.02,0.25,-1,28.1,1.803
0.47,0.9,0.21,-1,28.3,1.796
0.49,0.69,0.25,-1,28.3,1.803
0.54,0.73,0.33,-1,28.3,1.796
0.6,0.78,0.3,-1,28.1,1.796
0.83,1.04,0.21,-1,28.3,1.8
0.53,0.87,0.07,-1,28.1,1.807
0.5,0.79,0.12,-1,28.1,1.803
0.61,0.73,0.08,-1,28.1,1.803
0.66,0.77,0.12,-1,28.1,1.784
0.72,0.89,0.09,-1,28.1,1.803
0.51,1.02,0.2,-1,28.1,1.792
0.42,0.93,0.11,-1,28.3,1.799
0.49,0.76,0.17,-1,28.1,1.788
0.52,0.84,0.25,-1,28.3,1.799
0.53,0.79,0.21,-1,28.1,1.792
0.53,0.82,0.28,-1,28.1,1.78
0.56,1.08,0.1,-1,28.1,1.78
0.53,1.01,0.18,-1,28.1,1.788
0.49,0.71,0.08,-1,28.1,1.788
0.59,0.82,0.11,-1,28.3,1.788
0.6,0.94,0.21,-1,28.1,1.788
0.51,1.13,0.25,-1,28.1,1.788
0.48,0.94,0.13,-1,28.1,1.78
0.49,0.62,0.23,-1,28.1,1.78
0.52,0.71,0.3,-1,28.1,1.78
0.61,0.85,0.32,-1,28.1,1.78
0.58,0.84,-0.06,-1,28.1,1.792
0.54,0.98,0.12,-1,28.3,1.788
0.55,0.77,0,-1,28.1,1.788
0.61,0.9,0,-1,28.1,1.788
0.71,1.24,0.25,-1,28.1,1.788
0.44,1.05,0.4,-1,28.1,1.788
0.46,0.66,0.15,-1,28.1,1.788
0.45,0.74,0.22,-1,28.1,1.78
0.55,0.78,0.23,-1,28.3,1.788
0.54,0.64,0.23,-1,28.3,1.78
0.57,1.22,-0.04,-1,28.1,1.776
0.46,0.83,0,-1,28.1,1.788
0.51,0.65,-0.02,-1,28.1,1.784
0.67,1.02,0.08,-1,28.1,1.788
0.68,1.1,0,-1,28.1,1.788
0.48,0.89,0.17,-1,28.1,1.788
0.51,0.63,0.19,-1,28.1,1.769
0.55,0.73,0.22,-1,28.3,1.78
0.64,1.04,0.25,-1,28.1,1.788
0.55,0.83,-0.08,-1,28.1,1.788
0.46,0.96,0,-1,28.1,1.784
0.39,0.79,-0.04,-1,28.1,1.784
0.39,1.37,0.28,-1,28.1,1.772
0.6,1.01,0.31,-1,28.1,1.769
0.36,0.54,0.22,-1,28.1,1.776
0.57,0.81,0.3,-1,28.3,1.765
0.58,0.88,0.23,-1,28.1,1.769
0.48,1.06,-0.03,-1,28.1,1.776
0.5,1,0.05,-1,28.1,1.788
0.44,0.77,0.02,-1,28.1,1.784
0.46,0.62,0,-1,28.1,1.784
0.73,0.73,0.01,-1,28.1,1.788
0.62,1.26,0.29,-1,28.1,1.788
0.52,1.14,0.23,-1,28.1,1.799
0.49,0.46,0.12,-1,28.1,1.788
0.6,0.7,0.22,-1,28.1,1.803
0.74,1.37,0.13,-1,28.1,1.807
0.49,1.05,-0.12,-1,28.1,1.807
0.38,0.84,0.01,-1,28.1,1.788
0.46,0.71,0.01,-1,28.1,1.788
